Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002837,1.0,Yes,3.0,1,0.0,3400,2500.0,123.0,360.0,0.0,Rural,N
LP002840,0.0,No,0.0,1,0.0,2378,0.0,9.0,360.0,1.0,Urban,N
LP002841,1.0,Yes,0.0,1,0.0,3166,2064.0,104.0,360.0,0.0,Urban,N
LP002842,1.0,Yes,1.0,1,0.0,3417,1750.0,186.0,360.0,1.0,Urban,Y
LP002847,1.0,Yes,0.0,1,0.0,5116,1451.0,165.0,360.0,0.0,Urban,N
LP002855,1.0,Yes,2.0,1,0.0,16666,0.0,275.0,360.0,1.0,Urban,Y
LP002862,1.0,Yes,2.0,0,0.0,6125,1625.0,187.0,480.0,1.0,Semiurban,N
LP002863,1.0,Yes,3.0,1,0.0,6406,0.0,150.0,360.0,1.0,Semiurban,N
LP002868,1.0,Yes,2.0,1,0.0,3159,461.0,108.0,84.0,1.0,Urban,Y
LP002872,1.0,Yes,0.0,1,0.0,3087,2210.0,136.0,360.0,0.0,Semiurban,N
LP002874,1.0,No,0.0,1,0.0,3229,2739.0,110.0,360.0,1.0,Urban,Y
LP002877,1.0,Yes,1.0,1,0.0,1782,2232.0,107.0,360.0,1.0,Rural,Y
LP002888,1.0,No,0.0,1,0.0,3182,2917.0,161.0,360.0,1.0,Urban,Y
LP002892,1.0,Yes,2.0,1,0.0,6540,0.0,205.0,360.0,1.0,Semiurban,Y
LP002893,1.0,No,0.0,1,0.0,1836,33837.0,90.0,360.0,1.0,Urban,N
LP002894,0.0,Yes,0.0,1,0.0,3166,0.0,36.0,360.0,1.0,Semiurban,Y
LP002898,1.0,Yes,1.0,1,0.0,1880,0.0,61.0,360.0,,Rural,N
LP002911,1.0,Yes,1.0,1,0.0,2787,1917.0,146.0,360.0,0.0,Rural,N
LP002912,1.0,Yes,1.0,1,0.0,4283,3000.0,172.0,84.0,1.0,Rural,N
LP002916,1.0,Yes,0.0,1,0.0,2297,1522.0,104.0,360.0,1.0,Urban,Y
LP002917,0.0,No,0.0,0,0.0,2165,0.0,70.0,360.0,1.0,Semiurban,Y
LP002925,1.0,No,0.0,1,0.0,4750,0.0,94.0,360.0,1.0,Semiurban,Y
LP002926,1.0,Yes,2.0,1,1.0,2726,0.0,106.0,360.0,0.0,Semiurban,N
LP002928,1.0,Yes,0.0,1,0.0,3000,3416.0,56.0,180.0,1.0,Semiurban,Y
LP002931,1.0,Yes,2.0,1,1.0,6000,0.0,205.0,240.0,1.0,Semiurban,N
LP002933,1.0,No,3.0,1,1.0,9357,0.0,292.0,360.0,1.0,Semiurban,Y
LP002936,1.0,Yes,0.0,1,0.0,3859,3300.0,142.0,180.0,1.0,Rural,Y
LP002938,1.0,Yes,0.0,1,1.0,16120,0.0,260.0,360.0,1.0,Urban,Y
LP002940,1.0,No,0.0,0,0.0,3833,0.0,110.0,360.0,1.0,Rural,Y
LP002941,1.0,Yes,2.0,0,1.0,6383,1000.0,187.0,360.0,1.0,Rural,N
LP002943,1.0,No,0.0,1,0.0,2987,0.0,88.0,360.0,0.0,Semiurban,N
LP002945,1.0,Yes,0.0,1,1.0,9963,0.0,180.0,360.0,1.0,Rural,Y
LP002948,1.0,Yes,2.0,1,0.0,5780,0.0,192.0,360.0,1.0,Urban,Y
LP002949,0.0,No,3.0,1,0.0,416,41667.0,350.0,180.0,,Urban,N
LP002950,1.0,Yes,0.0,0,0.0,2894,2792.0,155.0,360.0,1.0,Rural,Y
LP002953,1.0,Yes,3.0,1,0.0,5703,0.0,128.0,360.0,1.0,Urban,Y
LP002958,1.0,No,0.0,1,0.0,3676,4301.0,172.0,360.0,1.0,Rural,Y
LP002959,0.0,Yes,1.0,1,0.0,12000,0.0,496.0,360.0,1.0,Semiurban,Y
LP002960,1.0,Yes,0.0,0,0.0,2400,3800.0,,180.0,1.0,Urban,N
LP002961,1.0,Yes,1.0,1,0.0,3400,2500.0,173.0,360.0,1.0,Semiurban,Y
LP002964,1.0,Yes,2.0,0,0.0,3987,1411.0,157.0,360.0,1.0,Rural,Y
LP002974,1.0,Yes,0.0,1,0.0,3232,1950.0,108.0,360.0,1.0,Rural,Y
LP002978,0.0,No,0.0,1,0.0,2900,0.0,71.0,360.0,1.0,Rural,Y
LP002979,1.0,Yes,3.0,1,0.0,4106,0.0,40.0,180.0,1.0,Rural,Y
LP002983,1.0,Yes,1.0,1,0.0,8072,240.0,253.0,360.0,1.0,Urban,Y
LP002984,1.0,Yes,2.0,1,0.0,7583,0.0,187.0,360.0,1.0,Urban,Y
LP002990,0.0,No,0.0,1,1.0,4583,0.0,133.0,360.0,0.0,Semiurban,N
